Fecha;Producto;Categoría;Cantidad;Precio;Total;Pago;Costo;;;;
12/01/2020;Maíz;Granos;9;10.27;92.43;Efectivo;55.46;;;;
28/05/2021;Cerdo;Carnes;10;13.58;135.8;Tarjeta;82.74;;;;
4/05/2025;Plátano;Frutas;2;52.28;104.56;Transferencia;92.74;;;;
4/12/2021;Empanada;Panadería;7;2.68;18.76;Tarjeta;14.58;;;;
24/09/2024;Pan francés;Panadería;6;47.51;285.06;Yape;237.52;;;;
5/03/2020;Kéfir;Lácteos;2;18.68;37.36;Plin;28.8;;;;
17/06/2021;Cordero;Carnes;6;32.73;196.38;Efectivo;99.7;;;;
22/08/2021;Leche;Lácteos;4;41.56;166.24;Efectivo;134.43;;;;
12/08/2024;Cordero;Carnes;6;8.98;53.88;Efectivo;34.52;;;;
29/07/2023;Res;Carnes;8;23.91;191.28;Yape;149.99;;;;
30/10/2023;Pan integral;Panadería;2;87.89;175.78;Efectivo;124;;;;
6/09/2021;Kéfir;Lácteos;10;28.67;286.7;Plin;214.63;;;;
18/05/2021;Queque;Panadería;4;41.84;167.36;Transferencia;86.24;;;;
12/07/2023;Queso;Lácteos;7;70.96;496.72;Yape;308.12;;;;
8/08/2021;Queque;Panadería;9;73.7;663.3;Tarjeta;408.59;;;;
6/01/2021;Trigo;Granos;10;39.18;391.8;Transferencia;302.55;;;;
28/03/2023;Rosquilla;Panadería;4;38.61;154.44;Tarjeta;138.1;;;;
5/06/2024;Res;Carnes;7;39.55;276.85;Efectivo;182.71;;;;
12/05/2024;Garbanzos;Granos;5;98.42;492.1;Yape;266.39;;;;
4/12/2023;Pan francés;Panadería;1;64.79;64.79;Yape;57.4;;;;
11/01/2021;Kéfir;Lácteos;3;78.25;234.75;Plin;155.42;;;;
29/06/2020;Fideos;Abarrotes;3;36.52;109.56;Plin;64.43;;;;
18/08/2024;Crema;Lácteos;5;59.42;297.1;Transferencia;176.56;;;;
4/03/2022;Mantequilla;Lácteos;7;81.39;569.73;Tarjeta;478.48;;;;
28/08/2021;Melón;Frutas;8;4.83;38.64;Tarjeta;24.76;;;;
29/06/2024;Conserva;Abarrotes;8;48.61;388.88;Tarjeta;349.61;;;;
22/07/2024;Manzana;Frutas;7;87.04;609.28;Transferencia;328.3;;;;
22/10/2022;Aceite;Abarrotes;3;65.48;196.44;Tarjeta;114.16;;;;
18/09/2024;Yogurt;Lácteos;2;89.47;178.94;Transferencia;134.51;;;;
24/07/2022;Maíz;Granos;4;19.44;77.76;Plin;63.94;;;;
3/11/2021;Fideos;Abarrotes;4;24.14;96.56;Tarjeta;73.87;;;;
2/08/2020;Cerdo;Carnes;1;60.04;60.04;Tarjeta;31.8;;;;
29/11/2024;Arvejas;Granos;4;44.56;178.24;Yape;97.66;;;;
13/12/2023;Queque;Panadería;6;38.74;232.44;Tarjeta;182.82;;;;
27/02/2024;Pan integral;Panadería;10;79.18;791.8;Tarjeta;631.01;;;;
11/11/2022;Croissant;Panadería;2;55.59;111.18;Efectivo;99.21;;;;
31/01/2023;Plátano;Frutas;2;15.26;30.52;Efectivo;24.98;;;;
10/04/2021;Queso;Lácteos;5;49.45;247.25;Yape;159.67;;;;
11/06/2020;Plátano;Frutas;7;66.51;465.57;Efectivo;302.59;;;;
6/06/2024;Azúcar;Abarrotes;7;97.85;684.95;Transferencia;442.51;;;;
9/01/2024;Conserva;Abarrotes;8;8.97;71.76;Yape;62;;;;
25/06/2020;Pavo;Carnes;1;48.04;48.04;Tarjeta;33;;;;
13/02/2022;Kéfir;Lácteos;9;83.01;747.09;Transferencia;594.65;;;;
21/03/2021;Sal;Abarrotes;9;34.97;314.73;Efectivo;199.38;;;;
14/06/2020;Pescado;Carnes;9;9.52;85.68;Transferencia;53.62;;;;
8/07/2020;Kéfir;Lácteos;6;14.06;84.36;Transferencia;60.02;;;;
12/02/2024;Pavo;Carnes;3;67.71;203.13;Efectivo;145.75;;;;
21/05/2022;Frejoles;Granos;6;1.39;8.34;Yape;5.52;;;;
29/10/2020;Frejoles;Granos;4;39.64;158.56;Transferencia;110.71;;;;
8/06/2021;Manzana;Frutas;4;68.47;273.88;Tarjeta;141.87;;;;
22/07/2021;Cordero;Carnes;1;79.19;79.19;Transferencia;57.8;;;;
20/02/2024;Arvejas;Granos;5;70.45;352.25;Plin;249.44;;;;
23/06/2020;Trigo;Granos;2;63.21;126.42;Plin;92.73;;;;
9/07/2025;Manzana;Frutas;9;55.91;503.19;Plin;255.67;;;;
14/06/2022;Rosquilla;Panadería;1;20.21;20.21;Tarjeta;10.72;;;;
13/03/2024;Atún;Abarrotes;9;6.18;55.62;Plin;42.02;;;;
2/07/2022;Lentejas;Granos;4;48.8;195.2;Yape;148.95;;;;
6/05/2024;Naranja;Frutas;8;1.56;12.48;Transferencia;10.02;;;;
21/06/2023;Queque;Panadería;4;64.63;258.52;Yape;229.29;;;;
17/06/2020;Fideos;Abarrotes;6;91.82;550.92;Yape;461.91;;;;
30/01/2023;Rosquilla;Panadería;8;23.07;184.56;Tarjeta;165.01;;;;
19/10/2023;Conserva;Abarrotes;9;71.8;646.2;Transferencia;475.32;;;;
4/08/2025;Conserva;Abarrotes;4;46.55;186.2;Tarjeta;105.81;;;;
1/12/2024;Yogurt;Lácteos;10;89.17;891.7;Transferencia;787.45;;;;
21/12/2021;Queso;Lácteos;4;68.58;274.32;Transferencia;246.22;;;;
25/04/2023;Mantequilla;Lácteos;2;96.49;192.98;Plin;116.67;;;;
14/11/2023;Queque;Panadería;6;54.02;324.12;Plin;204.78;;;;
9/08/2021;Sandía;Frutas;2;16.06;32.12;Tarjeta;23.82;;;;
19/10/2020;Pavo;Carnes;6;61.77;370.62;Plin;280.29;;;;
3/04/2021;Sandía;Frutas;10;1.28;12.8;Yape;9.67;;;;
19/12/2023;Rosquilla;Panadería;9;27.21;244.89;Plin;131.83;;;;
14/04/2022;Melón;Frutas;7;37.71;263.97;Transferencia;137.59;;;;
4/02/2022;Maíz;Granos;6;58.22;349.32;Yape;240.41;;;;
20/06/2025;Sandía;Frutas;9;45.97;413.73;Yape;244.07;;;;
20/10/2021;Crema;Lácteos;8;68.26;546.08;Plin;397.48;;;;
19/03/2020;Arvejas;Granos;10;6.04;60.4;Efectivo;43.33;;;;
23/11/2021;Pavo;Carnes;4;74.94;299.76;Transferencia;230.86;;;;
10/09/2023;Lentejas;Granos;4;96.64;386.56;Efectivo;265.32;;;;
11/03/2024;Empanada;Panadería;3;55.1;165.3;Efectivo;143.8;;;;
9/11/2020;Leche;Lácteos;6;49.76;298.56;Efectivo;222.66;;;;
22/10/2024;Sandía;Frutas;4;50.03;200.12;Tarjeta;154.26;;;;
22/06/2024;Quinua;Granos;8;38.96;311.68;Plin;204.02;;;;
17/09/2021;Quinua;Granos;4;98.44;393.76;Plin;196.89;;;;
19/05/2021;Leche;Lácteos;2;68.97;137.94;Transferencia;75.19;;;;
5/08/2022;Pollo;Carnes;4;28.32;113.28;Efectivo;94.38;;;;
20/03/2021;Manzana;Frutas;8;11.93;95.44;Plin;67.1;;;;
5/06/2025;Frejoles;Granos;9;76.93;692.37;Efectivo;399.4;;;;
15/05/2024;Pescado;Carnes;6;12.81;76.86;Yape;69.12;;;;
13/03/2020;Galletas;Abarrotes;7;2.86;20.02;Yape;11.6;;;;
19/07/2021;Plátano;Frutas;3;93.91;281.73;Transferencia;150.32;;;;
10/08/2021;Yogurt;Lácteos;4;52.86;211.44;Plin;124.81;;;;
27/08/2023;Galletas;Abarrotes;5;14.9;74.5;Transferencia;44.67;;;;
18/08/2023;Conserva;Abarrotes;9;68.46;616.14;Plin;545.57;;;;
19/06/2023;Kéfir;Lácteos;1;94.55;94.55;Yape;74.21;;;;
11/11/2024;Uva;Frutas;8;84.11;672.88;Efectivo;425.36;;;;
15/08/2024;Mantequilla;Lácteos;10;22.69;226.9;Yape;193.18;;;;
11/04/2021;Res;Carnes;10;67.7;677;Efectivo;388.38;;;;
6/08/2021;Rosquilla;Panadería;8;54.91;439.28;Plin;367.17;;;;
24/06/2021;Plátano;Frutas;2;61.86;123.72;Transferencia;76.7;;;;
2/04/2023;Croissant;Panadería;9;65.67;591.03;Tarjeta;347.51;;;;
3/10/2020;Queso;Lácteos;9;89.14;802.26;Transferencia;597.73;;;;
15/03/2025;Queque;Panadería;2;22.37;44.74;Tarjeta;24.86;;;;
15/05/2025;Maíz;Granos;1;63.29;63.29;Yape;36.08;;;;
14/02/2023;Garbanzos;Granos;3;10.56;31.68;Tarjeta;28.27;;;;
11/09/2024;Naranja;Frutas;10;81.77;817.7;Yape;626.67;;;;
11/01/2023;Quinua;Granos;5;16.8;84;Plin;68.67;;;;
2/09/2021;Pan francés;Panadería;10;37.77;377.7;Yape;317.86;;;;
22/01/2024;Pavo;Carnes;7;48.29;338.03;Efectivo;177.82;;;;
1/04/2021;Crema;Lácteos;1;21.34;21.34;Plin;13.37;;;;
10/07/2022;Sal;Abarrotes;9;11.69;105.21;Tarjeta;74.4;;;;
2/01/2021;Quinua;Granos;2;80.68;161.36;Efectivo;107.96;;;;
27/09/2024;Cordero;Carnes;3;70.47;211.41;Transferencia;135.33;;;;
26/11/2024;Melón;Frutas;10;22.63;226.3;Yape;119.58;;;;
20/04/2023;Pavo;Carnes;2;30.79;61.58;Tarjeta;31.56;;;;
11/03/2025;Rosquilla;Panadería;8;89.74;717.92;Transferencia;487.23;;;;
18/06/2024;Galletas;Abarrotes;8;32.26;258.08;Tarjeta;161.84;;;;
4/08/2020;Rosquilla;Panadería;6;11.09;66.54;Efectivo;33.59;;;;
22/05/2022;Frejoles;Granos;1;74;74;Transferencia;49.13;;;;
24/10/2024;Croissant;Panadería;3;38.26;114.78;Transferencia;91.06;;;;
26/07/2023;Quinua;Granos;10;12.39;123.9;Efectivo;74.46;;;;
19/07/2021;Melón;Frutas;7;62.04;434.28;Efectivo;317.86;;;;
7/08/2022;Melón;Frutas;8;45.03;360.24;Efectivo;263.19;;;;
18/02/2025;Aceite;Abarrotes;5;9.4;47;Plin;28.67;;;;
16/10/2020;Pan integral;Panadería;7;44.31;310.17;Plin;253.48;;;;
20/03/2025;Manzana;Frutas;7;52.38;366.66;Yape;309.38;;;;
16/02/2020;Croissant;Panadería;7;27.77;194.39;Transferencia;148.15;;;;
23/01/2021;Pavo;Carnes;9;25.75;231.75;Efectivo;156.91;;;;
16/07/2023;Croissant;Panadería;8;60.98;487.84;Transferencia;270.41;;;;
3/10/2020;Empanada;Panadería;4;92.28;369.12;Tarjeta;297.67;;;;
2/12/2023;Crema;Lácteos;8;60.04;480.32;Yape;253.24;;;;
17/10/2023;Empanada;Panadería;5;65.33;326.65;Yape;258.85;;;;
13/01/2023;Pera;Frutas;3;47.82;143.46;Efectivo;120.33;;;;
10/08/2024;Sal;Abarrotes;2;53.17;106.34;Plin;67.16;;;;
17/06/2021;Cordero;Carnes;6;43.23;259.38;Efectivo;166.45;;;;
1/12/2022;Plátano;Frutas;5;57.93;289.65;Efectivo;256.53;;;;
18/05/2022;Pavo;Carnes;2;78.34;156.68;Efectivo;118.57;;;;
27/07/2023;Queque;Panadería;2;38.24;76.48;Tarjeta;51.88;;;;
8/10/2020;Pera;Frutas;2;89.49;178.98;Efectivo;118.87;;;;
10/04/2022;Pan francés;Panadería;4;6.93;27.72;Tarjeta;22.95;;;;
6/01/2023;Pera;Frutas;3;48.83;146.49;Efectivo;101.59;;;;
12/12/2022;Sandía;Frutas;5;22.48;112.4;Efectivo;62.2;;;;
15/12/2020;Uva;Frutas;7;68.09;476.63;Efectivo;271.23;;;;
5/01/2022;Conserva;Abarrotes;4;22.58;90.32;Transferencia;54.56;;;;
13/03/2024;Pavo;Carnes;4;1.25;5;Efectivo;3.96;;;;
7/05/2022;Cerdo;Carnes;1;57.34;57.34;Tarjeta;33.15;;;;
18/11/2022;Queso;Lácteos;6;20.05;120.3;Efectivo;91.83;;;;
30/05/2022;Pollo;Carnes;1;24.73;24.73;Tarjeta;22.16;;;;
10/12/2021;Pan integral;Panadería;4;53.16;212.64;Tarjeta;110.86;;;;
2/07/2025;Naranja;Frutas;2;67.96;135.92;Transferencia;109.7;;;;
1/01/2023;Cerdo;Carnes;5;58.96;294.8;Efectivo;222.58;;;;
11/05/2021;Cerdo;Carnes;5;18.57;92.85;Tarjeta;47.4;;;;
17/06/2025;Sandía;Frutas;9;22.09;198.81;Transferencia;124.83;;;;
25/07/2022;Leche;Lácteos;1;8.47;8.47;Efectivo;5.53;;;;
28/09/2023;Plátano;Frutas;5;48.8;244;Tarjeta;167.59;;;;
25/06/2024;Uva;Frutas;6;5.2;31.2;Plin;26.81;;;;
24/03/2024;Aceite;Abarrotes;4;4.48;17.92;Transferencia;11.52;;;;
4/08/2021;Pan integral;Panadería;5;81.31;406.55;Tarjeta;295.16;;;;
28/06/2022;Conserva;Abarrotes;5;39.82;199.1;Plin;122.12;;;;
13/05/2021;Cordero;Carnes;2;19.28;38.56;Plin;29.31;;;;
15/03/2025;Queque;Panadería;5;94.81;474.05;Transferencia;348.01;;;;
11/09/2023;Mantequilla;Lácteos;6;60.49;362.94;Plin;183.57;;;;
5/03/2022;Atún;Abarrotes;2;69.64;139.28;Yape;124.3;;;;
20/05/2020;Queso;Lácteos;10;28.17;281.7;Plin;170.05;;;;
23/02/2023;Croissant;Panadería;10;27.8;278;Yape;236.6;;;;
28/01/2022;Queque;Panadería;9;7.41;66.69;Tarjeta;56.6;;;;
11/12/2021;Rosquilla;Panadería;6;70.11;420.66;Transferencia;322.58;;;;
26/05/2024;Arroz;Abarrotes;4;59.68;238.72;Tarjeta;173.17;;;;
7/05/2022;Pan francés;Panadería;1;86.54;86.54;Tarjeta;65.62;;;;
3/07/2025;Cerdo;Carnes;1;50.67;50.67;Tarjeta;32.9;;;;
29/11/2024;Garbanzos;Granos;2;45.14;90.28;Efectivo;58.53;;;;
1/03/2020;Lentejas;Granos;5;76.67;383.35;Plin;338.95;;;;
24/09/2024;Pavo;Carnes;4;9.11;36.44;Plin;24.35;;;;
21/04/2020;Arvejas;Granos;4;46.87;187.48;Yape;164.35;;;;
9/11/2024;Rosquilla;Panadería;2;72.68;145.36;Transferencia;92.56;;;;
17/09/2023;Kéfir;Lácteos;4;61.17;244.68;Yape;180.53;;;;
3/06/2025;Queso;Lácteos;7;36.89;258.23;Efectivo;174.73;;;;
12/09/2024;Manzana;Frutas;6;59.92;359.52;Plin;321.52;;;;
30/12/2021;Maíz;Granos;10;25.16;251.6;Yape;213.95;;;;
16/12/2021;Pan integral;Panadería;8;53.98;431.84;Tarjeta;326.1;;;;
17/05/2024;Pera;Frutas;2;78.78;157.56;Yape;78.92;;;;
9/04/2025;Leche;Lácteos;5;92.04;460.2;Transferencia;278.46;;;;
27/07/2025;Pan integral;Panadería;4;62.59;250.36;Plin;153.47;;;;
21/09/2024;Res;Carnes;6;71.07;426.42;Yape;283.4;;;;
9/10/2021;Atún;Abarrotes;7;15.23;106.61;Efectivo;89.55;;;;
7/02/2024;Queso;Lácteos;2;6.94;13.88;Efectivo;10.94;;;;
1/12/2022;Yogurt;Lácteos;7;8.97;62.79;Transferencia;35.01;;;;
15/01/2025;Pera;Frutas;7;27.89;195.23;Yape;157.1;;;;
30/04/2024;Plátano;Frutas;1;23.93;23.93;Efectivo;21.53;;;;
3/05/2021;Plátano;Frutas;5;10.79;53.95;Yape;47.56;;;;
13/12/2020;Res;Carnes;5;32.61;163.05;Yape;131.12;;;;
8/08/2023;Aceite;Abarrotes;9;91.04;819.36;Plin;711.86;;;;
26/02/2024;Frejoles;Granos;9;44.26;398.34;Yape;236.77;;;;
9/03/2024;Mantequilla;Lácteos;4;45.98;183.92;Plin;140.72;;;;
9/09/2023;Queso;Lácteos;8;69.22;553.76;Yape;463.34;;;;
13/07/2023;Trigo;Granos;8;63.14;505.12;Yape;326.06;;;;
28/03/2022;Atún;Abarrotes;7;99.05;693.35;Efectivo;510.16;;;;
3/09/2021;Crema;Lácteos;10;57.8;578;Efectivo;329.96;;;;
10/03/2023;Cordero;Carnes;2;65.69;131.38;Plin;79.86;;;;
10/07/2023;Pera;Frutas;10;37.1;371;Transferencia;237.83;;;;
24/03/2022;Rosquilla;Panadería;5;55.58;277.9;Tarjeta;208.4;;;;
8/10/2020;Empanada;Panadería;1;10.44;10.44;Efectivo;5.32;;;;
29/12/2022;Sandía;Frutas;8;97.28;778.24;Efectivo;615.9;;;;
9/04/2025;Yogurt;Lácteos;6;32.73;196.38;Yape;111.86;;;;
27/07/2020;Pescado;Carnes;4;46.67;186.68;Plin;98.8;;;;
7/12/2024;Cordero;Carnes;2;78.64;157.28;Tarjeta;94.36;;;;
12/07/2024;Pan francés;Panadería;9;12.39;111.51;Efectivo;59.25;;;;
23/06/2025;Res;Carnes;3;66.05;198.15;Efectivo;139.82;;;;
7/09/2022;Pera;Frutas;2;85.24;170.48;Efectivo;108.8;;;;
30/10/2024;Conserva;Abarrotes;9;53.3;479.7;Yape;379.55;;;;
8/07/2023;Pescado;Carnes;10;57.27;572.7;Transferencia;436.82;;;;
29/10/2022;Pera;Frutas;10;76.04;760.4;Yape;501.77;;;;
15/07/2023;Azúcar;Abarrotes;1;92.35;92.35;Efectivo;64;;;;
22/03/2024;Rosquilla;Panadería;1;65.4;65.4;Yape;56.43;;;;
17/12/2024;Lentejas;Granos;1;7.72;7.72;Tarjeta;6.67;;;;
16/11/2024;Cordero;Carnes;1;78.72;78.72;Tarjeta;39.99;;;;
27/10/2023;Trigo;Granos;2;91.76;183.52;Yape;163.95;;;;
8/12/2023;Lentejas;Granos;8;85.23;681.84;Plin;564.85;;;;
4/07/2025;Crema;Lácteos;5;58.22;291.1;Transferencia;163.54;;;;
17/04/2025;Res;Carnes;2;98.34;196.68;Yape;112.12;;;;
8/08/2023;Pavo;Carnes;10;17.24;172.4;Efectivo;120.06;;;;
26/09/2022;Pollo;Carnes;9;50.95;458.55;Efectivo;336.06;;;;
21/11/2020;Fideos;Abarrotes;6;50.14;300.84;Yape;255.28;;;;
18/08/2020;Leche;Lácteos;7;48.46;339.22;Efectivo;269.31;;;;
2/02/2020;Sal;Abarrotes;10;73.03;730.3;Plin;605.59;;;;
25/04/2023;Empanada;Panadería;6;11.14;66.84;Tarjeta;43.73;;;;
10/10/2024;Kéfir;Lácteos;3;26.81;80.43;Transferencia;49.72;;;;
23/10/2024;Pan francés;Panadería;2;85.19;170.38;Tarjeta;141.07;;;;
15/04/2021;Pan francés;Panadería;2;10.95;21.9;Plin;18.34;;;;
18/09/2022;Trigo;Granos;5;50.76;253.8;Yape;198.88;;;;
24/07/2025;Leche;Lácteos;6;73.59;441.54;Efectivo;360.56;;;;
13/06/2025;Queso;Lácteos;1;66.03;66.03;Yape;58.49;;;;
2/06/2020;Rosquilla;Panadería;9;27.81;250.29;Plin;190.27;;;;
28/08/2025;Fideos;Abarrotes;3;85.34;256.02;Efectivo;197.26;;;;
19/05/2020;Rosquilla;Panadería;7;32.46;227.22;Transferencia;139.07;;;;
17/03/2023;Sal;Abarrotes;6;73.88;443.28;Plin;384.8;;;;
5/04/2024;Pavo;Carnes;8;97.42;779.36;Efectivo;639.91;;;;
16/02/2020;Leche;Lácteos;7;56.98;398.86;Yape;230.37;;;;
17/05/2020;Aceite;Abarrotes;5;52.11;260.55;Transferencia;183.4;;;;
5/02/2023;Leche;Lácteos;2;79.66;159.32;Yape;143.1;;;;
13/09/2020;Atún;Abarrotes;10;44.06;440.6;Transferencia;260.9;;;;
15/02/2021;Mantequilla;Lácteos;10;67.63;676.3;Plin;606.81;;;;
9/10/2023;Melón;Frutas;1;94.36;94.36;Plin;66.89;;;;
27/11/2021;Pavo;Carnes;4;2.85;11.4;Transferencia;8.19;;;;
28/09/2024;Pan integral;Panadería;2;30.51;61.02;Tarjeta;40.47;;;;
2/02/2022;Conserva;Abarrotes;7;94.42;660.94;Transferencia;377.18;;;;
11/11/2022;Queque;Panadería;7;40.4;282.8;Efectivo;212.39;;;;
10/03/2024;Lentejas;Granos;9;1.4;12.6;Plin;11.31;;;;
30/03/2021;Pan integral;Panadería;3;20.1;60.3;Transferencia;36.95;;;;
28/09/2024;Kéfir;Lácteos;1;95.37;95.37;Plin;48.33;;;;
29/05/2021;Leche;Lácteos;10;89.86;898.6;Yape;512.14;;;;
28/05/2021;Naranja;Frutas;9;78.93;710.37;Plin;457.74;;;;
5/02/2023;Cordero;Carnes;7;85.15;596.05;Plin;497.37;;;;
16/03/2021;Atún;Abarrotes;5;3.08;15.4;Plin;13.59;;;;
17/12/2024;Naranja;Frutas;2;94.89;189.78;Transferencia;159.05;;;;
6/09/2024;Cerdo;Carnes;10;80.45;804.5;Yape;575.27;;;;
1/06/2020;Frejoles;Granos;1;1.57;1.57;Plin;1.32;;;;
16/07/2023;Quinua;Granos;6;68.63;411.78;Plin;273.62;;;;
14/08/2022;Melón;Frutas;10;16.17;161.7;Efectivo;132.14;;;;
24/05/2020;Cordero;Carnes;3;32.54;97.62;Tarjeta;81.22;;;;
26/04/2024;Plátano;Frutas;6;93.81;562.86;Plin;385.1;;;;
10/12/2023;Frejoles;Granos;8;71.58;572.64;Plin;292.07;;;;
21/03/2024;Croissant;Panadería;10;42.01;420.1;Tarjeta;365.69;;;;
23/05/2021;Manzana;Frutas;10;51.68;516.8;Yape;359.84;;;;
22/07/2020;Pollo;Carnes;10;8.28;82.8;Tarjeta;49.19;;;;
9/01/2023;Trigo;Granos;3;14.29;42.87;Plin;31.33;;;;
8/07/2021;Aceite;Abarrotes;7;89.98;629.86;Transferencia;538.2;;;;
5/06/2020;Conserva;Abarrotes;10;86.99;869.9;Transferencia;758.03;;;;
21/01/2023;Queque;Panadería;5;81.48;407.4;Efectivo;286.43;;;;
8/12/2021;Pavo;Carnes;2;87.97;175.94;Efectivo;104.24;;;;
19/01/2022;Crema;Lácteos;7;90.32;632.24;Plin;368.75;;;;
28/11/2020;Pan integral;Panadería;1;26.06;26.06;Plin;17.43;;;;
13/01/2024;Yogurt;Lácteos;9;11.56;104.04;Transferencia;93.35;;;;
20/10/2023;Kéfir;Lácteos;6;3.28;19.68;Yape;11.95;;;;
20/03/2024;Manzana;Frutas;10;39.89;398.9;Plin;309.48;;;;
17/02/2025;Mantequilla;Lácteos;5;44.48;222.4;Plin;169.19;;;;
22/09/2024;Crema;Lácteos;4;89.76;359.04;Tarjeta;189.74;;;;
25/10/2023;Crema;Lácteos;5;87.65;438.25;Plin;334.17;;;;
13/07/2024;Sal;Abarrotes;1;69.78;69.78;Yape;56.94;;;;
11/07/2021;Aceite;Abarrotes;8;17.7;141.6;Plin;85.97;;;;
4/06/2025;Pescado;Carnes;7;27.32;191.24;Transferencia;121.22;;;;
15/09/2023;Uva;Frutas;9;68.07;612.63;Tarjeta;399.06;;;;
28/07/2025;Pavo;Carnes;7;11.53;80.71;Plin;71.36;;;;
14/08/2022;Croissant;Panadería;3;9.99;29.97;Transferencia;24.27;;;;
18/06/2021;Garbanzos;Granos;8;82.32;658.56;Efectivo;542.6;;;;
2/03/2024;Arroz;Abarrotes;4;95.61;382.44;Tarjeta;270.74;;;;
15/04/2021;Pera;Frutas;5;96.43;482.15;Yape;387.92;;;;
14/11/2024;Galletas;Abarrotes;7;9.82;68.74;Yape;43.69;;;;
28/06/2020;Lentejas;Granos;3;58.74;176.22;Efectivo;144.94;;;;
21/06/2023;Mantequilla;Lácteos;2;12.53;25.06;Transferencia;18.98;;;;
7/11/2021;Arroz;Abarrotes;1;60.37;60.37;Yape;35.65;;;;
29/01/2025;Azúcar;Abarrotes;3;87.64;262.92;Tarjeta;182.6;;;;
9/11/2023;Pescado;Carnes;9;52.17;469.53;Efectivo;309.07;;;;
23/12/2024;Res;Carnes;8;16.31;130.48;Yape;103.78;;;;
21/01/2021;Pan francés;Panadería;7;71.9;503.3;Tarjeta;445.14;;;;
18/10/2021;Queso;Lácteos;9;53.77;483.93;Efectivo;420.84;;;;
21/04/2020;Queso;Lácteos;8;18.12;144.96;Plin;95.75;;;;
4/08/2023;Galletas;Abarrotes;8;63.45;507.6;Tarjeta;417.03;;;;
18/08/2022;Rosquilla;Panadería;6;18.74;112.44;Transferencia;56.39;;;;
15/07/2023;Quinua;Granos;3;73.66;220.98;Efectivo;189.29;;;;
18/05/2024;Yogurt;Lácteos;2;45.96;91.92;Transferencia;80.42;;;;
21/04/2021;Mantequilla;Lácteos;7;60.99;426.93;Plin;325.97;;;;
15/03/2021;Aceite;Abarrotes;4;47.71;190.84;Yape;100.58;;;;
11/07/2025;Crema;Lácteos;7;51.82;362.74;Transferencia;259.1;;;;
18/07/2020;Conserva;Abarrotes;3;66.98;200.94;Tarjeta;116.64;;;;
19/10/2020;Melón;Frutas;4;3.91;15.64;Plin;9.57;;;;
3/06/2024;Pavo;Carnes;7;82.51;577.57;Efectivo;495.67;;;;
9/04/2022;Naranja;Frutas;6;60.07;360.42;Yape;258.48;;;;
26/05/2022;Lentejas;Granos;7;81.77;572.39;Plin;408.22;;;;
25/07/2023;Manzana;Frutas;8;84.52;676.16;Yape;415.47;;;;
19/02/2022;Naranja;Frutas;10;64.55;645.5;Plin;325.26;;;;
19/07/2021;Azúcar;Abarrotes;1;47.92;47.92;Yape;29.57;;;;
3/08/2021;Lentejas;Granos;8;29.42;235.36;Yape;151.35;;;;
18/07/2024;Azúcar;Abarrotes;3;9.81;29.43;Tarjeta;23;;;;
22/01/2022;Queque;Panadería;9;66.51;598.59;Tarjeta;522.91;;;;
26/01/2022;Arvejas;Granos;9;39.37;354.33;Efectivo;310.67;;;;
20/06/2021;Lentejas;Granos;7;67.62;473.34;Plin;347.25;;;;
29/10/2020;Yogurt;Lácteos;9;32.75;294.75;Efectivo;168.34;;;;
23/03/2024;Pan francés;Panadería;6;10.41;62.46;Efectivo;48.2;;;;
11/11/2020;Empanada;Panadería;4;33.95;135.8;Tarjeta;106.2;;;;
11/08/2020;Maíz;Granos;9;65.14;586.26;Yape;496.24;;;;
27/09/2020;Conserva;Abarrotes;5;31.68;158.4;Efectivo;128.17;;;;
2/11/2022;Melón;Frutas;6;8.8;52.8;Yape;33.78;;;;
30/01/2020;Conserva;Abarrotes;2;82.97;165.94;Efectivo;95.49;;;;
29/03/2020;Pan francés;Panadería;6;70.16;420.96;Transferencia;327.99;;;;
22/07/2021;Sal;Abarrotes;4;66.36;265.44;Transferencia;135.92;;;;
23/12/2021;Sal;Abarrotes;8;29.23;233.84;Transferencia;177.9;;;;
27/06/2022;Manzana;Frutas;9;95.1;855.9;Tarjeta;680.12;;;;
16/04/2024;Plátano;Frutas;10;18.72;187.2;Efectivo;158.24;;;;
27/07/2024;Maíz;Granos;2;10.11;20.22;Yape;12.33;;;;
30/07/2023;Mantequilla;Lácteos;4;98.91;395.64;Efectivo;301.89;;;;
1/12/2023;Maíz;Granos;8;25.04;200.32;Tarjeta;160.94;;;;
11/06/2020;Arvejas;Granos;1;9.91;9.91;Efectivo;8.1;;;;
26/05/2022;Cordero;Carnes;6;1.51;9.06;Transferencia;5.62;;;;
4/02/2024;Queso;Lácteos;2;35.38;70.76;Plin;44.94;;;;
4/09/2021;Arvejas;Granos;5;94.9;474.5;Yape;417.64;;;;
20/05/2023;Manzana;Frutas;5;13.94;69.7;Efectivo;49.04;;;;
25/10/2022;Crema;Lácteos;10;70.6;706;Tarjeta;456.25;;;;
28/12/2022;Res;Carnes;4;7.4;29.6;Yape;23.9;;;;
3/07/2020;Cordero;Carnes;10;4.35;43.5;Efectivo;31.11;;;;
24/04/2022;Garbanzos;Granos;3;67.13;201.39;Plin;174.22;;;;
18/09/2020;Pan integral;Panadería;5;57.85;289.25;Yape;234.27;;;;
11/02/2022;Garbanzos;Granos;5;77.46;387.3;Efectivo;322.31;;;;
